Axis1,Axis2,Axis3,Steps,HR,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Vector Magnitude,Day,Mag_std,Activity,n_rows,start_time,end_time
4.0,,,,69.43265306122449,1.0,,1.0,,4.0,2.0,0.0,nan,245,01:55:22,02:00:21
113.64285714285714,77.23076923076923,109.6923076923077,1.0,67.8786610878661,1.0,1.0,1.0,,178.45142857142858,2.0,97.60764854816472,nan,239,02:00:28,02:05:21
,,,,68.46280991735537,1.0,,,,,2.0,,nan,242,02:05:31,02:10:24
,,,,68.95102040816326,1.0,,,,,2.0,,nan,245,02:10:31,02:15:30
2.0,,,,71.25714285714285,1.0,,1.0,,2.0,2.0,0.0,nan,245,02:15:31,02:20:30
,,,,72.6938775510204,1.0,,1.0,,,2.0,,nan,245,02:20:31,02:25:30
,,,,73.87755102040816,1.0,,,,,2.0,,nan,245,02:25:31,02:30:30
,,,,75.20408163265306,1.0,,1.0,,,2.0,,nan,245,02:30:31,02:35:30
39.333333333333336,13.5,10.0,1.0,74.96326530612245,1.0,1.0,1.0,,43.13999999999999,2.0,28.751102007865132,nan,245,02:35:31,02:40:30
,,,,74.73877551020408,1.0,,,1.0,,2.0,,nan,245,02:40:31,02:45:30
,,,,73.88163265306123,1.0,,,1.0,,2.0,,nan,245,02:45:31,02:50:30
,,,,76.40816326530613,1.0,,,,,2.0,,nan,245,02:50:31,02:55:30
,,,,74.98367346938775,1.0,,,,,2.0,,nan,245,02:55:37,03:00:36
,,,,74.93469387755103,1.0,,,,,2.0,,nan,245,03:00:37,03:05:36
77.61538461538461,71.15384615384616,70.63636363636364,1.0,73.21224489795918,1.0,1.0,1.0,,129.13923076923078,2.0,83.73723263983301,nan,245,03:05:37,03:10:36
,,,,71.65714285714286,1.0,,1.0,,,2.0,,nan,245,03:10:37,03:15:36
,,,,72.67755102040816,1.0,,,,,2.0,,nan,245,03:15:37,03:20:36
,,,,72.41632653061224,1.0,,,,,2.0,,nan,245,03:20:37,03:25:36
,,,,71.36734693877551,1.0,,1.0,,,2.0,,nan,245,03:25:37,03:30:36
,,,,71.20408163265306,1.0,,1.0,,,2.0,,nan,245,03:30:37,03:35:36
,,,,70.29387755102042,1.0,,,,,2.0,,nan,245,03:35:37,03:40:36
,,,,69.51428571428572,1.0,,,,,2.0,,nan,245,03:40:43,03:45:42
